id|employee_id|allocation_id|reason|start_date|end_date|temporary
31445|951|66061|vacation|2020-01-21|2020-01-21|False
31408|10357|115673|vacation|2020-01-31|2020-02-03|False
31408|10357|115671|vacation|2020-01-31|2020-02-03|False
30425|8393|94435|vacation|2020-02-01|2020-02-01|False
30425|8393|94434|vacation|2020-02-01|2020-02-01|False
31455|564|125586|vacation|2020-09-07|2020-09-19|False
31455|564|125583|vacation|2020-09-07|2020-09-19|False
31455|564|125584|vacation|2020-09-07|2020-09-19|False
31455|564|125581|vacation|2020-09-07|2020-09-19|False
31455|564|125582|vacation|2020-09-07|2020-09-19|False
31455|564|125587|vacation|2020-09-07|2020-09-19|False
31455|564|125580|vacation|2020-09-07|2020-09-19|False
31455|564|125585|vacation|2020-09-07|2020-09-19|False
30743|6652|40621|vacation|2020-02-03|2020-02-22|False
30743|6652|40623|vacation|2020-02-03|2020-02-22|False
30743|6652|40624|vacation|2020-02-03|2020-02-22|False
30743|6652|40625|vacation|2020-02-03|2020-02-22|False
30746|6652|40623|vacation|2020-06-02|2020-06-06|False
30746|6652|40621|vacation|2020-06-02|2020-06-06|False
30746|6652|40624|vacation|2020-06-02|2020-06-06|False
30746|6652|40625|vacation|2020-06-02|2020-06-06|False
30891|10387|118523|vacation|2020-02-01|2020-02-01|False
31491|9278|50061|vacation|2020-01-25|2020-01-25|False
31491|9278|50060|vacation|2020-01-25|2020-01-25|False
31491|9278|56403|vacation|2020-01-25|2020-01-25|False
31491|9278|56402|vacation|2020-01-25|2020-01-25|False
31511|10410|123180|vacation|2020-01-28|2020-01-28|False
31511|10410|123179|vacation|2020-01-28|2020-01-28|False
29960|1458|7981|vacation|2020-02-24|2020-02-28|False
29960|1458|7988|vacation|2020-02-24|2020-02-28|False
29960|1458|12298|vacation|2020-02-24|2020-02-28|False
29960|1458|12304|vacation|2020-02-24|2020-02-28|False
29960|1458|64772|vacation|2020-02-24|2020-02-28|False
29960|1458|64773|vacation|2020-02-24|2020-02-28|False
29960|1458|11777|vacation|2020-02-24|2020-02-28|False
29960|1458|11762|vacation|2020-02-24|2020-02-28|False
30396|9633|67307|vacation|2020-02-12|2020-02-15|False
30396|9633|67308|vacation|2020-02-12|2020-02-15|False
31256|9430|60918|vacation|2020-02-20|2020-02-26|False
31256|9430|60919|vacation|2020-02-20|2020-02-26|False
30389|1431|39546|vacation|2020-02-24|2020-02-25|False
30389|1431|39547|vacation|2020-02-24|2020-02-25|False
30076|9615|64617|vacation|2020-03-09|2020-03-14|False
30076|9615|64619|vacation|2020-03-09|2020-03-14|False
29972|5334|121299|vacation|2020-04-11|2020-04-11|False
29972|5334|76742|vacation|2020-04-11|2020-04-11|False
29972|5334|121298|vacation|2020-04-11|2020-04-11|False
29972|5334|76741|vacation|2020-04-11|2020-04-11|False
29972|5334|121296|vacation|2020-04-11|2020-04-11|False
29972|5334|84811|vacation|2020-04-11|2020-04-11|False
29972|5334|84810|vacation|2020-04-11|2020-04-11|False
29972|5334|121297|vacation|2020-04-11|2020-04-11|False
29972|5334|84812|vacation|2020-04-11|2020-04-11|False
29972|5334|84813|vacation|2020-04-11|2020-04-11|False
30864|8520|123455|vacation|2020-04-11|2020-04-11|False
30864|8520|108493|vacation|2020-04-11|2020-04-11|False
30864|8520|123454|vacation|2020-04-11|2020-04-11|False
30864|8520|108494|vacation|2020-04-11|2020-04-11|False
30087|2057|66197|vacation|2020-04-06|2020-04-18|False
30087|2057|66198|vacation|2020-04-06|2020-04-18|False
30067|1111|13733|vacation|2020-04-06|2020-04-18|False
30072|725|23526|vacation|2020-04-07|2020-04-18|False
30239|1227|98244|vacation|2020-04-14|2020-04-18|False
30239|1227|98245|vacation|2020-04-14|2020-04-18|False
30237|285|13706|vacation|2020-04-14|2020-04-18|False
30237|285|13717|vacation|2020-04-14|2020-04-18|False
30226|2925|2078|vacation|2020-04-14|2020-04-18|False
30226|2925|13614|vacation|2020-04-14|2020-04-18|False
30226|2925|57615|vacation|2020-04-14|2020-04-18|False
30226|2925|2072|vacation|2020-04-14|2020-04-18|False
30230|1060|11025|vacation|2020-04-14|2020-04-18|False
30230|1060|11029|vacation|2020-04-14|2020-04-18|False
29965|8786|89926|vacation|2020-04-10|2020-04-18|False
29965|8786|109586|vacation|2020-04-10|2020-04-18|False
29961|1458|7981|vacation|2020-04-06|2020-04-10|False
29961|1458|7988|vacation|2020-04-06|2020-04-10|False
29961|1458|12298|vacation|2020-04-06|2020-04-10|False
29961|1458|12304|vacation|2020-04-06|2020-04-10|False
29961|1458|64772|vacation|2020-04-06|2020-04-10|False
29961|1458|64773|vacation|2020-04-06|2020-04-10|False
29961|1458|11777|vacation|2020-04-06|2020-04-10|False
29961|1458|11762|vacation|2020-04-06|2020-04-10|False
30986|1183|12036|vacation|2020-05-04|2020-05-16|False
30986|1183|12038|vacation|2020-05-04|2020-05-16|False
30990|8434|13350|vacation|2020-05-04|2020-05-16|False
30990|8434|13351|vacation|2020-05-04|2020-05-16|False
30077|9615|64617|vacation|2020-05-11|2020-05-16|False
30077|9615|64619|vacation|2020-05-11|2020-05-16|False
30068|1111|13733|vacation|2020-05-13|2020-05-20|False
30073|725|23526|vacation|2020-05-13|2020-05-20|False
31611|3387|21513|vacation|2020-01-25|2020-01-25|False
31611|3387|21540|vacation|2020-01-25|2020-01-25|False
31611|3387|58181|vacation|2020-01-25|2020-01-25|False
31611|3387|58180|vacation|2020-01-25|2020-01-25|False
31612|3387|21513|vacation|2020-02-01|2020-02-01|False
31612|3387|21540|vacation|2020-02-01|2020-02-01|False
31612|3387|58181|vacation|2020-02-01|2020-02-01|False
31612|3387|58180|vacation|2020-02-01|2020-02-01|False
29973|5334|121296|vacation|2020-05-22|2020-05-23|False
29973|5334|121298|vacation|2020-05-22|2020-05-23|False
29973|5334|76741|vacation|2020-05-22|2020-05-23|False
29973|5334|76742|vacation|2020-05-22|2020-05-23|False
29973|5334|84810|vacation|2020-05-22|2020-05-23|False
29973|5334|84811|vacation|2020-05-22|2020-05-23|False
29973|5334|121299|vacation|2020-05-22|2020-05-23|False
29973|5334|121297|vacation|2020-05-22|2020-05-23|False
29973|5334|84812|vacation|2020-05-22|2020-05-23|False
29973|5334|84813|vacation|2020-05-22|2020-05-23|False
29981|4028|110760|vacation|2020-05-22|2020-06-13|False
29981|4028|110759|vacation|2020-05-22|2020-06-13|False
29981|4028|110761|vacation|2020-05-22|2020-06-13|False
30088|2057|66197|vacation|2020-05-25|2020-05-30|False
30088|2057|66198|vacation|2020-05-25|2020-05-30|False
31241|9242|117752|vacation|2020-05-25|2020-06-06|False
31241|9242|117740|vacation|2020-05-25|2020-06-06|False
30241|1227|98244|vacation|2020-06-02|2020-06-13|False
30241|1227|98245|vacation|2020-06-02|2020-06-13|False
30240|285|13706|vacation|2020-06-02|2020-06-13|False
30240|285|13717|vacation|2020-06-02|2020-06-13|False
30069|1111|13733|vacation|2020-06-08|2020-06-13|False
30074|725|23526|vacation|2020-06-09|2020-06-13|False
30390|1431|39547|vacation|2020-06-27|2020-06-27|False
30390|1431|39546|vacation|2020-06-27|2020-06-27|False
30393|9996|94491|vacation|2020-07-13|2020-07-25|False
30393|9996|94492|vacation|2020-07-13|2020-07-25|False
30391|1431|39547|vacation|2020-07-13|2020-08-01|False
30391|1431|39546|vacation|2020-07-13|2020-08-01|False
29966|8786|89926|vacation|2020-07-13|2020-07-25|False
29966|8786|109586|vacation|2020-07-13|2020-07-25|False
30232|2925|2072|vacation|2020-08-10|2020-08-14|False
30232|2925|2078|vacation|2020-08-10|2020-08-14|False
30991|1183|12038|vacation|2020-08-10|2020-08-22|False
30991|1183|12036|vacation|2020-08-10|2020-08-22|False
30992|8434|13350|vacation|2020-08-10|2020-08-22|False
30992|8434|13351|vacation|2020-08-10|2020-08-22|False
30244|1227|98244|vacation|2020-08-10|2020-08-14|False
30244|1227|98245|vacation|2020-08-10|2020-08-14|False
30243|285|13717|vacation|2020-08-10|2020-08-14|False
30243|285|13706|vacation|2020-08-10|2020-08-14|False
31619|9862|84081|vacation|2020-02-21|2020-02-22|False
31619|9862|84082|vacation|2020-02-21|2020-02-22|False
31618|9897|86096|vacation|2020-02-21|2020-02-22|False
31618|9897|86097|vacation|2020-02-21|2020-02-22|False
31632|3058|11790|vacation|2020-06-22|2020-07-18|False
31632|3058|121627|vacation|2020-06-22|2020-07-18|False
31632|3058|121626|vacation|2020-06-22|2020-07-18|False
31632|3058|112938|vacation|2020-06-22|2020-07-18|False
31632|3058|112937|vacation|2020-06-22|2020-07-18|False
31632|3058|11779|vacation|2020-06-22|2020-07-18|False
31632|3058|23755|vacation|2020-06-22|2020-07-18|False
31635|1035|39451|vacation|2020-08-31|2020-09-12|False
31635|1035|39450|vacation|2020-08-31|2020-09-12|False
31635|1035|39449|vacation|2020-08-31|2020-09-12|False
31635|1035|39448|vacation|2020-08-31|2020-09-12|False
31633|1035|39451|vacation|2020-04-14|2020-04-18|False
31633|1035|39450|vacation|2020-04-14|2020-04-18|False
31633|1035|39449|vacation|2020-04-14|2020-04-18|False
31633|1035|39448|vacation|2020-04-14|2020-04-18|False
31636|1442|39553|vacation|2020-08-31|2020-09-12|False
31636|1442|39552|vacation|2020-08-31|2020-09-12|False
31636|1442|39555|vacation|2020-08-31|2020-09-12|False
31636|1442|39554|vacation|2020-08-31|2020-09-12|False
31638|1442|39553|vacation|2020-04-14|2020-04-18|False
31638|1442|39552|vacation|2020-04-14|2020-04-18|False
31638|1442|39555|vacation|2020-04-14|2020-04-18|False
31638|1442|39554|vacation|2020-04-14|2020-04-18|False
31650|6455|109130|vacation|2020-01-27|2020-01-27|False
31650|6455|109129|vacation|2020-01-27|2020-01-27|False
31656|564|125586|vacation|2020-05-18|2020-05-23|False
31656|564|125583|vacation|2020-05-18|2020-05-23|False
31656|564|125584|vacation|2020-05-18|2020-05-23|False
31656|564|125581|vacation|2020-05-18|2020-05-23|False
31656|564|125582|vacation|2020-05-18|2020-05-23|False
31656|564|125587|vacation|2020-05-18|2020-05-23|False
31656|564|125580|vacation|2020-05-18|2020-05-23|False
31656|564|125585|vacation|2020-05-18|2020-05-23|False
31248|951|39420|vacation|2020-08-22|2020-08-31|False
31248|951|39425|vacation|2020-08-22|2020-08-31|False
31248|951|66060|vacation|2020-08-22|2020-08-31|False
31248|951|66061|vacation|2020-08-22|2020-08-31|False
31248|951|39426|vacation|2020-08-22|2020-08-31|False
31248|951|66058|vacation|2020-08-22|2020-08-31|False
31248|951|66059|vacation|2020-08-22|2020-08-31|False
31248|951|88733|vacation|2020-08-22|2020-08-31|False
31248|951|88732|vacation|2020-08-22|2020-08-31|False
29963|1458|7981|vacation|2020-08-22|2020-08-31|False
29963|1458|7988|vacation|2020-08-22|2020-08-31|False
29963|1458|12298|vacation|2020-08-22|2020-08-31|False
29963|1458|12304|vacation|2020-08-22|2020-08-31|False
29963|1458|64772|vacation|2020-08-22|2020-08-31|False
29963|1458|64773|vacation|2020-08-22|2020-08-31|False
29963|1458|11777|vacation|2020-08-22|2020-08-31|False
29963|1458|11762|vacation|2020-08-22|2020-08-31|False
29975|5334|121299|vacation|2020-08-24|2020-09-12|False
29975|5334|76742|vacation|2020-08-24|2020-09-12|False
29975|5334|121298|vacation|2020-08-24|2020-09-12|False
29975|5334|76741|vacation|2020-08-24|2020-09-12|False
29975|5334|121296|vacation|2020-08-24|2020-09-12|False
29975|5334|84811|vacation|2020-08-24|2020-09-12|False
29975|5334|84810|vacation|2020-08-24|2020-09-12|False
29975|5334|121297|vacation|2020-08-24|2020-09-12|False
29975|5334|84812|vacation|2020-08-24|2020-09-12|False
29975|5334|84813|vacation|2020-08-24|2020-09-12|False
30070|1111|13733|vacation|2020-09-21|2020-09-26|False
30061|622|3069|vacation|2020-09-28|2020-10-02|False
30061|622|3076|vacation|2020-09-28|2020-10-02|False
30392|1431|39547|vacation|2020-09-28|2020-10-02|False
30392|1431|39546|vacation|2020-09-28|2020-10-02|False
30234|2925|2078|vacation|2020-10-05|2020-10-10|False
30234|2925|2072|vacation|2020-10-05|2020-10-10|False
31249|1458|7981|vacation|2020-11-02|2020-11-06|False
31249|1458|7988|vacation|2020-11-02|2020-11-06|False
31249|1458|11777|vacation|2020-11-02|2020-11-06|False
31249|1458|12298|vacation|2020-11-02|2020-11-06|False
31249|1458|12304|vacation|2020-11-02|2020-11-06|False
31249|1458|64772|vacation|2020-11-02|2020-11-06|False
31249|1458|64773|vacation|2020-11-02|2020-11-06|False
31249|1458|11762|vacation|2020-11-02|2020-11-06|False
29976|5334|121296|vacation|2020-11-19|2020-11-21|False
29976|5334|121298|vacation|2020-11-19|2020-11-21|False
29976|5334|76741|vacation|2020-11-19|2020-11-21|False
29976|5334|76742|vacation|2020-11-19|2020-11-21|False
29976|5334|84812|vacation|2020-11-19|2020-11-21|False
29976|5334|84813|vacation|2020-11-19|2020-11-21|False
29976|5334|121299|vacation|2020-11-19|2020-11-21|False
29976|5334|84811|vacation|2020-11-19|2020-11-21|False
29976|5334|84810|vacation|2020-11-19|2020-11-21|False
29976|5334|121297|vacation|2020-11-19|2020-11-21|False
30062|622|3076|vacation|2020-11-23|2020-11-28|False
30062|622|3069|vacation|2020-11-23|2020-11-28|False
30985|2609|39810|vacation|2020-11-23|2020-11-23|False
30985|2609|39809|vacation|2020-11-23|2020-11-23|False
30071|1111|13733|vacation|2020-12-28|2020-12-31|False
31620|7910|34831|vacation|2020-01-25|2020-01-25|False
31620|7910|34817|vacation|2020-01-25|2020-01-25|False
31625|7920|74048|vacation|2020-01-25|2020-01-25|False
31625|7920|74088|vacation|2020-01-25|2020-01-25|False
31539|9514|75997|vacation|2020-02-01|2020-02-01|False
31539|9514|75998|vacation|2020-02-01|2020-02-01|False
31539|9514|76993|vacation|2020-02-01|2020-02-01|False
31539|9514|76992|vacation|2020-02-01|2020-02-01|False
31539|9514|83612|vacation|2020-02-01|2020-02-01|False
31539|9514|83611|vacation|2020-02-01|2020-02-01|False
31672|8357|119187|vacation|2020-01-23|2020-01-25|False
31672|8357|119188|vacation|2020-01-23|2020-01-25|False
31689|2983|2537|vacation|2020-04-14|2020-04-18|False
31689|2983|4733|vacation|2020-04-14|2020-04-18|False
31689|2983|2525|vacation|2020-04-14|2020-04-18|False
31694|2983|4733|vacation|2020-08-24|2020-09-05|False
31694|2983|2537|vacation|2020-08-24|2020-09-05|False
31694|2983|2525|vacation|2020-08-24|2020-09-05|False
31695|2983|2537|vacation|2020-11-02|2020-11-07|False
31695|2983|4733|vacation|2020-11-02|2020-11-07|False
31695|2983|2525|vacation|2020-11-02|2020-11-07|False
31658|621|884|vacation|2020-01-24|2020-01-25|False
31658|621|861|vacation|2020-01-24|2020-01-25|False
31658|621|839|vacation|2020-01-24|2020-01-25|False
31660|587|39292|vacation|2020-01-24|2020-01-25|False
31660|587|39291|vacation|2020-01-24|2020-01-25|False
31660|587|39294|vacation|2020-01-24|2020-01-25|False
31660|587|39293|vacation|2020-01-24|2020-01-25|False
31790|4014|40019|vacation|2020-12-21|2020-12-24|False
31790|4014|40018|vacation|2020-12-21|2020-12-24|False
31790|4014|40017|vacation|2020-12-21|2020-12-24|False
31790|4014|40016|vacation|2020-12-21|2020-12-24|False
31790|4014|86719|vacation|2020-12-21|2020-12-24|False
31790|4014|86718|vacation|2020-12-21|2020-12-24|False
31786|4014|40019|vacation|2020-10-06|2020-10-10|False
31786|4014|86719|vacation|2020-10-06|2020-10-10|False
31786|4014|40018|vacation|2020-10-06|2020-10-10|False
31786|4014|40017|vacation|2020-10-06|2020-10-10|False
31786|4014|40016|vacation|2020-10-06|2020-10-10|False
31786|4014|86718|vacation|2020-10-06|2020-10-10|False
31785|4014|40019|vacation|2020-04-06|2020-04-11|False
31785|4014|40018|vacation|2020-04-06|2020-04-11|False
31785|4014|40017|vacation|2020-04-06|2020-04-11|False
31785|4014|40016|vacation|2020-04-06|2020-04-11|False
31785|4014|86719|vacation|2020-04-06|2020-04-11|False
31785|4014|86718|vacation|2020-04-06|2020-04-11|False
31818|1111|13733|illness|2020-01-23|2020-01-25|False
31274|7741|41060|vacation|2020-02-01|2020-02-11|False
31274|7741|41059|vacation|2020-02-01|2020-02-11|False
31274|7741|41062|vacation|2020-02-01|2020-02-11|False
31274|7741|41061|vacation|2020-02-01|2020-02-11|False
31274|7741|41072|vacation|2020-02-01|2020-02-11|False
31274|7741|41071|vacation|2020-02-01|2020-02-11|False
31274|7741|41070|vacation|2020-02-01|2020-02-11|False
31274|7741|41069|vacation|2020-02-01|2020-02-11|False
31039|6612|32149|vacation|2020-02-25|2020-02-26|False
31039|6612|32832|vacation|2020-02-25|2020-02-26|False
31039|6612|32891|vacation|2020-02-25|2020-02-26|False
31039|6612|32113|vacation|2020-02-25|2020-02-26|False
31039|6612|32412|vacation|2020-02-25|2020-02-26|False
31062|6715|54500|vacation|2020-02-25|2020-02-29|False
31265|6818|97182|vacation|2020-02-29|2020-02-29|False
31265|6818|40787|vacation|2020-02-29|2020-02-29|False
31265|6818|40790|vacation|2020-02-29|2020-02-29|False
31265|6818|40789|vacation|2020-02-29|2020-02-29|False
31265|6818|40788|vacation|2020-02-29|2020-02-29|False
31265|6818|40786|vacation|2020-02-29|2020-02-29|False
31820|1729|111084|vacation|2020-01-24|2020-01-25|False
31820|1729|111083|vacation|2020-01-24|2020-01-25|False
31822|725|23526|vacation|2020-01-23|2020-01-25|False
31469|7051|60127|vacation|2020-03-13|2020-03-16|False
31469|7051|40883|vacation|2020-03-13|2020-03-16|False
31469|7051|96025|vacation|2020-03-13|2020-03-16|False
31469|7051|40886|vacation|2020-03-13|2020-03-16|False
31469|7051|40888|vacation|2020-03-13|2020-03-16|False
31823|6665|40669|vacation|2020-03-24|2020-03-31|False
31823|6665|40672|vacation|2020-03-24|2020-03-31|False
31079|6734|53939|vacation|2020-04-07|2020-04-11|False
31063|6715|54500|vacation|2020-04-07|2020-04-11|False
31355|9368|95015|vacation|2020-04-11|2020-04-18|False
31355|9368|61475|vacation|2020-04-11|2020-04-18|False
31355|9368|57249|vacation|2020-04-11|2020-04-18|False
31355|9368|82960|vacation|2020-04-11|2020-04-18|False
31808|8572|77338|vacation|2020-04-15|2020-04-18|False
31813|7003|55882|vacation|2020-04-15|2020-04-18|False
30890|6698|115798|vacation|2020-05-02|2020-05-30|False
30890|6698|115799|vacation|2020-05-02|2020-05-30|False
30890|6698|115800|vacation|2020-05-02|2020-05-30|False
30899|6573|40520|vacation|2020-05-13|2020-05-30|False
30899|6573|40522|vacation|2020-05-13|2020-05-30|False
30899|6573|40521|vacation|2020-05-13|2020-05-30|False
31805|6663|94970|vacation|2020-05-12|2020-05-16|False
31805|6663|95684|vacation|2020-05-12|2020-05-16|False
31805|6663|95683|vacation|2020-05-12|2020-05-16|False
31805|6663|95682|vacation|2020-05-12|2020-05-16|False
31805|6663|95681|vacation|2020-05-12|2020-05-16|False
31805|6663|95679|vacation|2020-05-12|2020-05-16|False
31805|6663|95680|vacation|2020-05-12|2020-05-16|False
31805|6663|95678|vacation|2020-05-12|2020-05-16|False
30196|8392|29110|vacation|2020-01-27|2020-01-27|False
30196|8392|29122|vacation|2020-01-27|2020-01-27|False
30845|6738|110376|vacation|2020-05-25|2020-05-30|False
30845|6738|82014|vacation|2020-05-25|2020-05-30|False
30845|6738|82011|vacation|2020-05-25|2020-05-30|False
30845|6738|82012|vacation|2020-05-25|2020-05-30|False
30845|6738|82010|vacation|2020-05-25|2020-05-30|False
31082|6734|53939|vacation|2020-06-02|2020-06-06|False
31064|6715|54500|vacation|2020-06-02|2020-06-06|False
30837|8652|32104|vacation|2020-06-06|2020-06-13|False
31806|6663|94970|vacation|2020-07-07|2020-07-18|False
31806|6663|95684|vacation|2020-07-07|2020-07-18|False
31806|6663|95683|vacation|2020-07-07|2020-07-18|False
31806|6663|95682|vacation|2020-07-07|2020-07-18|False
31806|6663|95681|vacation|2020-07-07|2020-07-18|False
31806|6663|95679|vacation|2020-07-07|2020-07-18|False
31806|6663|95680|vacation|2020-07-07|2020-07-18|False
31806|6663|95678|vacation|2020-07-07|2020-07-18|False
31268|6818|97182|vacation|2020-07-14|2020-07-25|False
31268|6818|40787|vacation|2020-07-14|2020-07-25|False
31268|6818|40790|vacation|2020-07-14|2020-07-25|False
31268|6818|40789|vacation|2020-07-14|2020-07-25|False
31268|6818|40788|vacation|2020-07-14|2020-07-25|False
31268|6818|40786|vacation|2020-07-14|2020-07-25|False
30415|9989|93441|vacation|2020-01-27|2020-02-01|False
30415|9989|96120|vacation|2020-01-27|2020-02-01|False
30936|6580|40537|vacation|2020-07-13|2020-07-18|False
30936|6580|40539|vacation|2020-07-13|2020-07-18|False
30936|6580|40538|vacation|2020-07-13|2020-07-18|False
30413|6375|119249|vacation|2020-02-04|2020-02-06|False
31086|6734|53939|vacation|2020-12-01|2020-12-05|False
31069|6715|54500|vacation|2020-12-01|2020-12-05|False
30421|9989|93441|vacation|2020-08-10|2020-08-15|False
30421|9989|96120|vacation|2020-08-10|2020-08-15|False
31830|1252|15082|vacation|2020-10-26|2020-11-03|False
31830|1252|15088|vacation|2020-10-26|2020-11-03|False
31830|1252|14864|vacation|2020-10-26|2020-11-03|False
31830|1252|14856|vacation|2020-10-26|2020-11-03|False
31311|6678|40685|vacation|2020-08-03|2020-08-22|False
31360|9368|57249|vacation|2020-08-22|2020-08-29|False
31360|9368|82960|vacation|2020-08-22|2020-08-29|False
31360|9368|61475|vacation|2020-08-22|2020-08-29|False
31084|6734|53939|vacation|2020-09-01|2020-09-12|False
31067|6715|54500|vacation|2020-09-01|2020-09-12|False
30848|6738|82011|vacation|2020-08-29|2020-09-12|False
30848|6738|110376|vacation|2020-08-29|2020-09-12|False
30848|6738|82014|vacation|2020-08-29|2020-09-12|False
30848|6738|82012|vacation|2020-08-29|2020-09-12|False
30848|6738|82010|vacation|2020-08-29|2020-09-12|False
30854|6570|40519|vacation|2020-10-01|2020-10-10|False
